order_id,product_id,unit_price,quantity,discount,_sdc_source_file,_sdc_source_file_mtime,_sdc_source_lineno
10257,39,14.4,6,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,28
10257,77,10.4,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,29
10258,2,15.2,50,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,30
10258,5,17,65,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,31
10258,32,25.6,6,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,32
10259,21,8,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,33
10259,37,20.8,1,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,34
10260,41,7.7,16,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,35
10260,57,15.6,50,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,36
10260,62,39.4,15,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,37
10260,70,12,21,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,38
10261,21,8,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,39
10261,35,14.4,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,40
10262,5,17,12,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,41
10262,7,24,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,42
10262,56,30.4,2,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,43
10263,16,13.9,60,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,44
10263,24,3.6,28,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,45
10263,30,20.7,60,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,46
10263,74,8,36,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,47
10264,2,15.2,35,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,48
10264,41,7.7,25,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,49
10265,17,31.2,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,50
10265,70,12,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,51
10266,12,30.4,12,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,52
10267,40,14.7,50,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,53
10267,59,44,70,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,54
10267,76,14.4,15,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,55
10268,29,99,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,56
10268,72,27.8,4,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,57
10269,33,2,60,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,58
10269,72,27.8,20,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,59
10270,36,15.2,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,60
10270,43,36.8,25,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,61
10271,33,2,24,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,62
10272,20,64.8,6,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,63
10272,31,10,40,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,64
10272,72,27.8,24,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,65
10273,10,24.8,24,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,66
10273,31,10,15,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,67
10273,33,2,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,68
10273,40,14.7,60,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,69
10273,76,14.4,33,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,70
10274,71,17.2,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,71
10274,72,27.8,7,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,72
10275,24,3.6,12,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,73
10275,59,44,6,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,74
10276,10,24.8,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,75
10276,13,4.8,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,76
10277,28,36.4,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,77
10277,62,39.4,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,78
10278,44,15.5,16,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,79
10278,59,44,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,80
10278,63,35.1,8,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,81
10278,73,12,25,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,82
10279,17,31.2,15,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,83
10280,24,3.6,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,84
10280,55,19.2,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,85
10280,75,6.2,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,86
10281,19,7.3,1,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,87
10281,24,3.6,6,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,88
10281,35,14.4,4,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,89
10282,30,20.7,6,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,90
10282,57,15.6,2,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,91
10283,15,12.4,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,92
10283,19,7.3,18,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,93
10283,60,27.2,35,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,94
10283,72,27.8,3,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,95
10284,27,35.1,15,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,96
10284,44,15.5,21,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,97
10284,60,27.2,20,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,98
10284,67,11.2,5,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,99
10285,1,14.4,45,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,100
10285,40,14.7,40,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,101
10285,53,26.2,36,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,102
10286,35,14.4,100,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,103
10286,62,39.4,40,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,104
10287,16,13.9,40,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,105
10287,34,11.2,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,106
10287,46,9.6,15,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,107
10288,54,5.9,10,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,108
10288,68,10,3,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,109
10289,3,8,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,110
10289,64,26.6,9,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,111
10290,5,17,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,112
10290,29,99,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,113
10290,49,16,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,114
10290,77,10.4,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,115
10291,13,4.8,20,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,116
10291,44,15.5,24,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,117
10291,51,42.4,2,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,118
10292,20,64.8,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,119
10293,18,50,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,120
10293,24,3.6,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,121
10293,63,35.1,5,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,122
10293,75,6.2,6,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,123
10294,1,14.4,18,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,124
10294,17,31.2,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,125
10294,43,36.8,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,126
10294,60,27.2,21,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,127
10294,75,6.2,6,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,128
10295,56,30.4,4,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,129
10296,11,16.8,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,130
10296,16,13.9,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,131
10296,69,28.8,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,132
10297,39,14.4,60,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,133
10297,72,27.8,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,134
10298,2,15.2,40,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,135
10298,36,15.2,40,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,136
10298,59,44,30,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,137
10298,62,39.4,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,138
10299,19,7.3,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,139
10299,70,12,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,140
10300,66,13.6,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,141
10300,68,10,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,142
10301,40,14.7,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,143
10301,56,30.4,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,144
10302,17,31.2,40,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,145
10302,28,36.4,28,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,146
10302,43,36.8,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,147
10303,40,14.7,40,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,148
10303,65,16.8,30,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,149
10303,68,10,15,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,150
10304,49,16,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,151
10304,59,44,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,152
10304,71,17.2,2,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,153
10305,18,50,25,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,154
10305,29,99,25,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,155
10305,39,14.4,30,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,156
10306,30,20.7,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,157
10306,53,26.2,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,158
10306,54,5.9,5,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,159
10307,62,39.4,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,160
10307,68,10,3,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,161
10308,69,28.8,1,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,162
10308,70,12,5,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,163
10309,4,17.6,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,164
10309,6,20,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,165
10309,42,11.2,2,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,166
10309,43,36.8,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,167
10309,71,17.2,3,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,168
10310,16,13.9,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,169
10310,62,39.4,5,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,170
10311,42,11.2,6,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,171
10311,69,28.8,7,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,172
10312,28,36.4,4,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,173
10312,43,36.8,24,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,174
10312,53,26.2,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,175
10312,75,6.2,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,176
10313,36,15.2,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,177
10314,32,25.6,40,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,178
10314,58,10.6,30,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,179
10314,62,39.4,25,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,180
10315,34,11.2,14,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,181
10315,70,12,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,182
10316,41,7.7,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,183
10316,62,39.4,70,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,184
10317,1,14.4,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,185
10318,41,7.7,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,186
10318,76,14.4,6,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,187
10319,17,31.2,8,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,188
10319,28,36.4,14,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,189
10319,76,14.4,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,190
10320,71,17.2,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,191
10321,35,14.4,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,192
10322,52,5.6,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,193
10323,15,12.4,5,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,194
10323,25,11.2,4,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,195
10323,39,14.4,4,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,196
10324,16,13.9,21,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,197
10324,35,14.4,70,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,198
10324,46,9.6,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,199
10324,59,44,40,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,200
10324,63,35.1,80,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,201
10325,6,20,6,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,202
10325,13,4.8,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,203
10325,14,18.6,9,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,204
10325,31,10,4,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,205
10325,72,27.8,40,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,206
10326,4,17.6,24,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,207
10326,57,15.6,16,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,208
10326,75,6.2,50,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,209
10327,2,15.2,25,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,210
10327,11,16.8,50,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,211
10327,30,20.7,35,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,212
10327,58,10.6,30,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,213
10328,59,44,9,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,214
10328,65,16.8,40,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,215
10328,68,10,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,216
10329,19,7.3,10,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,217
10329,30,20.7,8,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,218
10329,38,210.8,20,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,219
10329,56,30.4,12,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,220
10330,26,24.9,50,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,221
10330,72,27.8,25,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,222
10331,54,5.9,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,223
10332,18,50,40,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,224
10332,42,11.2,10,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,225
10332,47,7.6,16,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,226
10333,14,18.6,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,227
10333,21,8,10,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,228
10333,71,17.2,40,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,229
10334,52,5.6,8,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,230
10334,68,10,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,231
10335,2,15.2,7,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,232
10335,31,10,25,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,233
10335,32,25.6,6,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,234
10335,51,42.4,48,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,235
10336,4,17.6,18,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,236
10337,23,7.2,40,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,237
10337,26,24.9,24,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,238
10337,36,15.2,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,239
10337,37,20.8,28,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,240
10337,72,27.8,25,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,241
10338,17,31.2,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,242
10338,30,20.7,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,243
10339,4,17.6,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,244
10339,17,31.2,70,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,245
10339,62,39.4,28,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,246
10340,18,50,20,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,247
10340,41,7.7,12,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,248
10340,43,36.8,40,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,249
10341,33,2,8,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,250
10341,59,44,9,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,251
10342,2,15.2,24,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,252
10342,31,10,56,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,253
10342,36,15.2,40,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,254
10342,55,19.2,40,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,255
10343,64,26.6,50,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,256
10343,68,10,4,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,257
10343,76,14.4,15,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,258
10344,4,17.6,35,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,259
10344,8,32,70,0.25,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,260
10345,8,32,70,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,261
10345,19,7.3,80,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,262
10345,42,11.2,9,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,263
10346,17,31.2,36,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,264
10346,56,30.4,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,265
10347,25,11.2,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,266
10347,39,14.4,50,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,267
10347,40,14.7,4,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,268
10347,75,6.2,6,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,269
10348,1,14.4,15,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,270
10348,23,7.2,25,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,271
10349,54,5.9,24,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,272
10350,50,13,15,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,273
10350,69,28.8,18,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,274
10351,38,210.8,20,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,275
10351,41,7.7,13,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,276
10351,44,15.5,77,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,277
10351,65,16.8,10,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,278
10352,24,3.6,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,279
10352,54,5.9,20,0.15,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,280
10353,11,16.8,12,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,281
10353,38,210.8,50,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,282
10354,1,14.4,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,283
10354,29,99,4,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,284
10355,24,3.6,25,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,285
10355,57,15.6,25,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,286
10356,31,10,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,287
10356,55,19.2,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,288
10356,69,28.8,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,289
10357,10,24.8,30,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,290
10357,26,24.9,16,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,291
10357,60,27.2,8,0.2,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,292
10358,24,3.6,10,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,293
10358,34,11.2,10,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,294
10358,36,15.2,20,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,295
10359,16,13.9,56,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,296
10359,31,10,70,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,297
10359,60,27.2,80,0.05,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,298
10360,28,36.4,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,299
10360,29,99,35,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,300
10360,38,210.8,10,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,301
10360,49,16,35,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,302
10360,54,5.9,28,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,303
10361,39,14.4,54,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,304
10361,60,27.2,55,0.1,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,305
10362,25,11.2,50,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,306
10362,51,42.4,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,307
10362,54,5.9,24,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,308
10363,31,10,20,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,309
10363,75,6.2,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,310
10363,76,14.4,12,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,311
10364,69,28.8,30,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,312
10364,71,17.2,5,0,data/order_details.csv,2023-04-26 11:34:21.629178+00:00,313
