_sdc_source_file,_sdc_source_file_mtime,_sdc_source_lineno,customer_id,employee_id,freight,order_date,order_id,required_date,ship_address,ship_city,ship_country,ship_name,ship_postal_code,ship_region,ship_via,shipped_date,updated_at,_sdc_source_file,_sdc_source_file_mtime,_sdc_source_lineno,discount,order_id,product_id,quantity,unit_price
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,4,VICTE,3,41.34,1996-07-08 00:00:00+00:00,10251,1996-08-05 00:00:00+00:00,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,,1,1996-07-15 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,11,0,10251,65,20,16.8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,5,SUPRD,4,51.3,1996-07-09 00:00:00+00:00,10252,1996-08-06 00:00:00+00:00,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,,2,1996-07-11 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,12,0.05,10252,20,40,64.8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,5,SUPRD,4,51.3,1996-07-09 00:00:00+00:00,10252,1996-08-06 00:00:00+00:00,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,,2,1996-07-11 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,13,0.05,10252,33,25,2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,5,SUPRD,4,51.3,1996-07-09 00:00:00+00:00,10252,1996-08-06 00:00:00+00:00,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,,2,1996-07-11 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,14,0,10252,60,40,27.2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,6,HANAR,3,58.17,1996-07-10 00:00:00+00:00,10253,1996-07-24 00:00:00+00:00,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,RJ,2,1996-07-16 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,15,0,10253,31,20,10
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,6,HANAR,3,58.17,1996-07-10 00:00:00+00:00,10253,1996-07-24 00:00:00+00:00,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,RJ,2,1996-07-16 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,16,0,10253,39,42,14.4
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,6,HANAR,3,58.17,1996-07-10 00:00:00+00:00,10253,1996-07-24 00:00:00+00:00,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,RJ,2,1996-07-16 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,17,0,10253,49,40,16
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,7,CHOPS,5,22.98,1996-07-11 00:00:00+00:00,10254,1996-08-08 00:00:00+00:00,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,,2,1996-07-23 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,18,0.15,10254,24,15,3.6
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,7,CHOPS,5,22.98,1996-07-11 00:00:00+00:00,10254,1996-08-08 00:00:00+00:00,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,,2,1996-07-23 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,19,0.15,10254,55,21,19.2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,7,CHOPS,5,22.98,1996-07-11 00:00:00+00:00,10254,1996-08-08 00:00:00+00:00,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,,2,1996-07-23 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,20,0,10254,74,21,8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,8,RICSU,9,148.33,1996-07-12 00:00:00+00:00,10255,1996-08-09 00:00:00+00:00,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,,3,1996-07-15 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,21,0,10255,2,20,15.2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,8,RICSU,9,148.33,1996-07-12 00:00:00+00:00,10255,1996-08-09 00:00:00+00:00,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,,3,1996-07-15 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,22,0,10255,16,35,13.9
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,8,RICSU,9,148.33,1996-07-12 00:00:00+00:00,10255,1996-08-09 00:00:00+00:00,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,,3,1996-07-15 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,23,0,10255,36,25,15.2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,8,RICSU,9,148.33,1996-07-12 00:00:00+00:00,10255,1996-08-09 00:00:00+00:00,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,,3,1996-07-15 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,24,0,10255,59,30,44
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,9,WELLI,3,13.97,1996-07-15 00:00:00+00:00,10256,1996-08-12 00:00:00+00:00,"Rua do Mercado, 12",Resende,Brazil,Wellington Importadora,08737-363,SP,2,1996-07-17 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,25,0,10256,53,15,26.2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,9,WELLI,3,13.97,1996-07-15 00:00:00+00:00,10256,1996-08-12 00:00:00+00:00,"Rua do Mercado, 12",Resende,Brazil,Wellington Importadora,08737-363,SP,2,1996-07-17 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,26,0,10256,77,12,10.4
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,10,HILAA,4,81.91,1996-07-16 00:00:00+00:00,10257,1996-08-13 00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,3,1996-07-22 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,27,0,10257,27,25,35.1
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,10,HILAA,4,81.91,1996-07-16 00:00:00+00:00,10257,1996-08-13 00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,3,1996-07-22 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,28,0,10257,39,6,14.4
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,10,HILAA,4,81.91,1996-07-16 00:00:00+00:00,10257,1996-08-13 00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,3,1996-07-22 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,29,0,10257,77,15,10.4
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,11,ERNSH,1,140.51,1996-07-17 00:00:00+00:00,10258,1996-08-14 00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,1,1996-07-23 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,30,0.2,10258,2,50,15.2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,11,ERNSH,1,140.51,1996-07-17 00:00:00+00:00,10258,1996-08-14 00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,1,1996-07-23 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,31,0.2,10258,5,65,17
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,11,ERNSH,1,140.51,1996-07-17 00:00:00+00:00,10258,1996-08-14 00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,1,1996-07-23 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,32,0.2,10258,32,6,25.6
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,12,CENTC,4,3.25,1996-07-18 00:00:00+00:00,10259,1996-08-15 00:00:00+00:00,Sierras de Granada 9993,México D.F.,Mexico,Centro comercial Moctezuma,05022,,3,1996-07-25 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,33,0,10259,21,10,8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,12,CENTC,4,3.25,1996-07-18 00:00:00+00:00,10259,1996-08-15 00:00:00+00:00,Sierras de Granada 9993,México D.F.,Mexico,Centro comercial Moctezuma,05022,,3,1996-07-25 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,34,0,10259,37,1,20.8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,13,OTTIK,4,55.09,1996-07-19 00:00:00+00:00,10260,1996-08-16 00:00:00+00:00,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,,1,1996-07-29 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,35,0.25,10260,41,16,7.7
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,13,OTTIK,4,55.09,1996-07-19 00:00:00+00:00,10260,1996-08-16 00:00:00+00:00,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,,1,1996-07-29 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,36,0,10260,57,50,15.6
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,13,OTTIK,4,55.09,1996-07-19 00:00:00+00:00,10260,1996-08-16 00:00:00+00:00,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,,1,1996-07-29 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,37,0.25,10260,62,15,39.4
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,13,OTTIK,4,55.09,1996-07-19 00:00:00+00:00,10260,1996-08-16 00:00:00+00:00,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,,1,1996-07-29 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,38,0.25,10260,70,21,12
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,14,QUEDE,4,3.05,1996-07-19 00:00:00+00:00,10261,1996-08-16 00:00:00+00:00,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,RJ,2,1996-07-30 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,39,0,10261,21,20,8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,14,QUEDE,4,3.05,1996-07-19 00:00:00+00:00,10261,1996-08-16 00:00:00+00:00,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,RJ,2,1996-07-30 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,40,0,10261,35,20,14.4
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,15,RATTC,8,48.29,1996-07-22 00:00:00+00:00,10262,1996-08-19 00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,3,1996-07-25 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,41,0.2,10262,5,12,17
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,15,RATTC,8,48.29,1996-07-22 00:00:00+00:00,10262,1996-08-19 00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,3,1996-07-25 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,42,0,10262,7,15,24
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,15,RATTC,8,48.29,1996-07-22 00:00:00+00:00,10262,1996-08-19 00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,3,1996-07-25 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,43,0,10262,56,2,30.4
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,16,ERNSH,9,146.06,1996-07-23 00:00:00+00:00,10263,1996-08-20 00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,3,1996-07-31 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,44,0.25,10263,16,60,13.9
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,16,ERNSH,9,146.06,1996-07-23 00:00:00+00:00,10263,1996-08-20 00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,3,1996-07-31 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,45,0,10263,24,28,3.6
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,16,ERNSH,9,146.06,1996-07-23 00:00:00+00:00,10263,1996-08-20 00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,3,1996-07-31 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,46,0.25,10263,30,60,20.7
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,16,ERNSH,9,146.06,1996-07-23 00:00:00+00:00,10263,1996-08-20 00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,3,1996-07-31 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,47,0.25,10263,74,36,8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,17,FOLKO,6,3.67,1996-07-24 00:00:00+00:00,10264,1996-08-21 00:00:00+00:00,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,,3,1996-08-23 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,48,0,10264,2,35,15.2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,17,FOLKO,6,3.67,1996-07-24 00:00:00+00:00,10264,1996-08-21 00:00:00+00:00,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,,3,1996-08-23 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,49,0.15,10264,41,25,7.7
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,18,BLONP,2,55.28,1996-07-25 00:00:00+00:00,10265,1996-08-22 00:00:00+00:00,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,,1,1996-08-12 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,50,0,10265,17,30,31.2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,18,BLONP,2,55.28,1996-07-25 00:00:00+00:00,10265,1996-08-22 00:00:00+00:00,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,,1,1996-08-12 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,51,0,10265,70,20,12
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,19,WARTH,3,25.73,1996-07-26 00:00:00+00:00,10266,1996-09-06 00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,3,1996-07-31 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,52,0.05,10266,12,12,30.4
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,20,FRANK,4,208.58,1996-07-29 00:00:00+00:00,10267,1996-08-26 00:00:00+00:00,Berliner Platz 43,München,Germany,Frankenversand,80805,,1,1996-08-06 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,53,0,10267,40,50,14.7
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,20,FRANK,4,208.58,1996-07-29 00:00:00+00:00,10267,1996-08-26 00:00:00+00:00,Berliner Platz 43,München,Germany,Frankenversand,80805,,1,1996-08-06 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,54,0.15,10267,59,70,44
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,20,FRANK,4,208.58,1996-07-29 00:00:00+00:00,10267,1996-08-26 00:00:00+00:00,Berliner Platz 43,München,Germany,Frankenversand,80805,,1,1996-08-06 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,55,0.15,10267,76,15,14.4
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,21,GROSR,8,66.29,1996-07-30 00:00:00+00:00,10268,1996-08-27 00:00:00+00:00,5ª Ave. Los Palos Grandes,Caracas,Venezuela,GROSELLA-Restaurante,1081,DF,3,1996-08-02 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,56,0,10268,29,10,99
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,21,GROSR,8,66.29,1996-07-30 00:00:00+00:00,10268,1996-08-27 00:00:00+00:00,5ª Ave. Los Palos Grandes,Caracas,Venezuela,GROSELLA-Restaurante,1081,DF,3,1996-08-02 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,57,0,10268,72,4,27.8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,22,WHITC,5,4.56,1996-07-31 00:00:00+00:00,10269,1996-08-14 00:00:00+00:00,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,WA,1,1996-08-09 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,58,0.05,10269,33,60,2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,22,WHITC,5,4.56,1996-07-31 00:00:00+00:00,10269,1996-08-14 00:00:00+00:00,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,WA,1,1996-08-09 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,59,0.05,10269,72,20,27.8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,23,WARTH,1,136.54,1996-08-01 00:00:00+00:00,10270,1996-08-29 00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,1,1996-08-02 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,60,0,10270,36,30,15.2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,23,WARTH,1,136.54,1996-08-01 00:00:00+00:00,10270,1996-08-29 00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,1,1996-08-02 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,61,0,10270,43,25,36.8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,24,SPLIR,6,4.54,1996-08-01 00:00:00+00:00,10271,1996-08-29 00:00:00+00:00,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,WY,2,1996-08-30 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,62,0,10271,33,24,2
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,25,RATTC,6,98.03,1996-08-02 00:00:00+00:00,10272,1996-08-30 00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,2,1996-08-06 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,63,0,10272,20,6,64.8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,25,RATTC,6,98.03,1996-08-02 00:00:00+00:00,10272,1996-08-30 00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,2,1996-08-06 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,64,0,10272,31,40,10
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,25,RATTC,6,98.03,1996-08-02 00:00:00+00:00,10272,1996-08-30 00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,2,1996-08-06 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,65,0,10272,72,24,27.8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,26,QUICK,3,76.07,1996-08-05 00:00:00+00:00,10273,1996-09-02 00:00:00+00:00,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,,3,1996-08-12 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,66,0.05,10273,10,24,24.8
output/postgres-2023-04-21-public-orders.csv,2023-04-21 03:06:24.702545,26,QUICK,3,76.07,1996-08-05 00:00:00+00:00,10273,1996-09-02 00:00:00+00:00,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,,3,1996-08-12 00:00:00+00:00,2023-04-20 22:12:08.881781+00:00,data/order_details.csv,2023-04-20 20:00:09.436177,67,0.05,10273,31,15,10
